REF_AREA,TIME_PERIOD,Forest exposure to areas at risk of burning_Percentage of forested area,Amount of burned area_Percentage of land area,Population exposure to areas at risk of burning_Percentage of population,Land soil moisture anomaly_Percentage change,Cropland soil moisture anomaly_Percentage change,Fine particulate matter (PM2.5)_Microgrammes per cubic metre,Age-adjusted mortality rate_Total
NLD,-1.6762401319785079,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,1.3217372883613658,1.3526456441754644,0.3582241001132038,9.89
FRY4,-0.10923195640695449,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,1.883862524953412,2.3138678178689442,-1.1760542293305924,8.37
RU49,0.41310410211689663,-0.6531818821785027,-0.3179673833485821,-0.29880228661668856,0.09571908101010498,-0.2860468940223531,-0.32412720959424535,15.67
JPD,-0.45745599542285525,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.06079469882668167,0.013097089834848228,-0.2939609424387447,6.15
US48,-0.6315680149308056,0.6042546787238551,0.0058267958104757924,-0.2937136770936787,-2.0303659639565264,-2.0865370831266015,-0.5641301240951057,9.11
BR09,-0.45745599542285525,0.8787892911386054,2.6183068518571924,0.1723162056841847,-1.002519875393818,-0.9710797115905537,-0.4701140356175152,8.63
ITF3,1.2836641996566485,2.1202114199114495,0.08998714000773222,-0.2988041149912601,-1.4000505133075047,-1.2856507621098572,-0.23019160332586253,7.8
CA61,-0.6315680149308056,-0.6531818821785027,-0.30470917279937515,-0.29806836430169786,-0.16874408447525277,-0.1594123427195781,-1.0450950572135085,9.07
CZ07,-1.1539040734546568,-0.6531818821785027,-0.18916847123113437,-0.2988041149912601,-1.2997248769170548,-1.4272429344332633,1.3612322213834545,11.9
BR16,-0.805680034438756,0.8435425089979574,-0.16160477699882536,-0.2988041149912601,0.27393559087562636,0.32843398357504333,-0.5131621971337174,10.4
DK04,-0.10923195640695449,-0.6531818821785027,-0.30642072798314063,-0.2988041149912601,0.08791385239798184,0.09001257876897345,-0.4325147341333822,8.75
CA61,1.2836641996566485,-0.424515208552835,0.005438129624883333,-0.2962696014770629,0.22801921240347706,0.23274883544135208,-1.139273814571448,10.08
US44,0.23899208260894628,-0.4903149054261421,-0.3229612276348091,-0.2988041149912601,1.138292750950341,1.3353289970969993,-0.8758098845735016,9.39
NZ22,-1.1539040734546568,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,-0.11701254382857597,-0.1082808441972197,-1.0062948663502493,15.39
UKE,0.0648800631009959,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,-0.10054909060343968,-0.11876283340635937,-0.3197219092033033,8.22
ES63,0.7613281411327975,2.143681827848083,-0.3229612276348091,-0.2988041149912601,-0.8992931952846037,-0.8814877016381255,0.06215849776374485,7.72
UKN,1.1095521801486983,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.5152910716019695,0.4834166139604754,-0.899362862000239,7.8
US20,-0.6315680149308056,1.3577660347073173,0.33092829077638825,-0.24975822846554402,-2.990239310705978,-2.718393432496921,-0.7502694904285232,9.12
LU00,0.41310410211689663,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,0.8062906128046691,0.7683389869752595,-0.5027083144420952,7.45
RU30,-0.6315680149308056,-0.6531818821785027,2.033638421576774,-0.2988041149912601,0.06218281660717347,-0.010471084318021814,-0.41547621021888315,16.64
ES11,1.8060002581804997,-0.45179561466349777,-0.07632918758416894,-0.14936065425491138,0.5191368581250455,0.5528416337965244,-0.8995458715455239,6.5
BR05,0.23899208260894628,1.9721430963934936,0.3290445386638554,3.1429163323709925,-0.44338290409892095,-0.4119430780456071,-0.5001795024745274,9.99
RO41,0.41310410211689663,-0.25496542833905295,0.7931170448133605,-0.2988041149912601,-1.9681012369473443,-1.8065445853059674,0.517129505936155,12.34
ISR,0.0648800631009959,1.8616433654714362,-0.18177859769251348,-0.2988041149912601,-1.4479992168873195,-1.5220385084793249,0.9453365110031682,7.22
NL12,-0.10923195640695449,-0.6531818821785027,-0.3229612276348091,-0.2988041149912601,-0.3800562520579758,-0.4407369312005124,-0.26519120528649165,8.03
